Fare for Bike,[Waiting Time of Bike],Fare for Auto,[Waiting Time of Auto],Fare for Car,[Waiting Time of Car],Platform,Hour,Minute,DecimalHour,Day,Weekend,Rushhour,DistanceKm,Duration,TrafficLevel,SurgeValue,PickupTemperature,PickupWindSpeed,PickupWeatherCode,PickupHumidity,DropTemperature,DropWindSpeed,DropWeatherCode,DropHumidity,PickupZone,DropZone,BikeWait,AutoWait,CarWait,priceKmBike,priceKmAuto,priceKmCar
58.57,"5,8",105.96,"6,7",138.91,"6,8",UBER,21,13,21.22,2,0,1,7.892,17.45,MODERATE,0,27.3,3.1,0,59,27.3,3.1,0,59,RESIDENTIAL,RESIDENTIAL,5,6,6,7.42,13.43,17.6
294,"4,2",436,"6,1",816,"3,6",UBER,21,17,21.28,2,0,1,18.804,27.4,LOW,0,27.1,3.2,0,59,27.2,3.3,0,56,RESIDENTIAL,RESIDENTIAL,4,6,3,15.63,23.19,43.4
219,"5,2",,,488,"3,6",UBER,21,19,21.32,2,0,1,24.415,43.61666667,NORMAL,0,25.5,3.8,1,66,27.2,3.3,0,56,RESIDENTIAL,RESIDENTIAL,5,0,3,8.97,0,19.99
216,"5,2",,,488,"3,5",UBER,21,22,21.37,2,0,1,24.189,40.9,NORMAL,0,25.5,3.8,1,66,27.2,3.3,0,56,RESIDENTIAL,RESIDENTIAL,5,0,3,8.93,0,20.17
142,"4,2",286,"3,1",288,"3,5",UBER,21,26,21.43,2,0,1,18.691,34.71666667,NORMAL,0,27.1,3.2,0,59,27.1,3.2,0,59,RESIDENTIAL,RESIDENTIAL,4,3,3,7.6,15.3,15.41
440,"6,2",,,914,"8,5",UBER,21,28,21.47,2,0,1,46.301,70.1,LOW,0,27.1,3.2,0,59,25.6,3.8,1,66,RESIDENTIAL,TRANSIT_HUB,6,0,8,9.5,0,19.74
144,"6,1",,,281,"5,6",UBER,21,29,21.48,2,0,1,20.35,41.8,NORMAL,0,27.1,3.2,0,59,27.1,3.2,0,59,RESIDENTIAL,RESIDENTIAL,6,0,5,7.08,0,13.81
275,"6,2",,,569,"5,6",UBER,21,31,21.52,2,0,1,27.395,38.73333333,LOW,0,26.8,3.4,0,60,26.9,3.6,0,58,RESIDENTIAL,RESIDENTIAL,6,0,5,10.04,0,20.77
343,"4,2",,,860,"2,6",UBER,21,32,21.53,2,0,1,25.287,37.7,LOW,0,26.9,3.6,0,58,26.8,3.7,2,58,RESIDENTIAL,RESIDENTIAL,4,0,2,13.56,0,34.01
198,"6,2",277,"7,1",556,"6,6",UBER,21,35,21.58,2,0,1,25.519,45.35,NORMAL,0,26.8,3.6,0,58,26.8,3.7,2,58,TRANSIT_HUB,RESIDENTIAL,6,7,6,7.76,10.85,21.79
126,"6,5",213,"6,1",381,"6,6",UBER,21,37,21.62,2,0,1,5.295,15.45,HEAVY,0,26.8,3.6,0,58,26.9,3.6,0,58,TRANSIT_HUB,RESIDENTIAL,6,6,6,23.8,40.23,71.95
221,"6,1",,,492,"6,5",UBER,21,39,21.65,2,0,1,25.492,49.03333333,NORMAL,0,26.8,3.6,0,58,25.1,3.8,1,67,TRANSIT_HUB,RESIDENTIAL,6,0,6,8.67,0,19.3
221,"6,2",,,492,"5,9",UBER,21,41,21.68,2,0,1,24.189,40.9,NORMAL,0,25.1,3.8,1,67,26.9,3.6,0,58,RESIDENTIAL,RESIDENTIAL,6,0,5,9.14,0,20.34
288,"4,2",,,729,"6,10",UBER,21,43,21.72,2,0,1,16.662,27.2,NORMAL,0,26.9,3.6,0,58,26.8,3.4,0,60,RESIDENTIAL,RESIDENTIAL,4,0,6,17.28,0,43.75
158,"7,2",222,"5,1",369,"8,5",UBER,22,41,22.68,2,0,0,5.295,15.45,HEAVY,0,25.8,3.4,0,61,25.8,3.4,0,61,TRANSIT_HUB,RESIDENTIAL,7,5,8,29.84,41.93,69.69
280,"5,2",449,"3,1",422,"4,8",UBER,22,42,22.7,2,0,0,11.172,28.2,MODERATE,0,25.5,3.8,0,64,25.8,3.4,0,61,RESIDENTIAL,RESIDENTIAL,5,3,4,25.06,40.19,37.77
174,"5,2",,,401,"5,8",UBER,22,44,22.73,2,0,0,23.606,44.03333333,NORMAL,0,25.5,3.8,0,64,25.2,3.1,0,64,RESIDENTIAL,RESIDENTIAL,5,0,5,7.37,0,16.99
210,"5,2",,,301,"5,6",UBER,22,45,22.75,2,0,0,20.231,44.86666667,MODERATE,0,25.1,3.6,1,66,24.6,3.1,0,67,RESIDENTIAL,RESIDENTIAL,5,0,5,10.38,0,14.88
154,"5,2",,,393,"5,8",UBER,22,46,22.77,2,0,0,14.526,36.63333333,MODERATE,0,25.1,3.6,1,66,25.1,3.6,1,66,RESIDENTIAL,RESIDENTIAL,5,0,5,10.6,0,27.05
404,"5,1",,,751,"3,8",UBER,22,48,22.8,2,0,0,46.239,69.06666667,LOW,0,23.8,4.1,0,71,25.1,3.6,1,66,TRANSIT_HUB,RESIDENTIAL,5,0,3,8.74,0,16.24
228,"4,2",,,1218,"3,5",UBER,22,49,22.82,2,0,0,19.818,35.03333333,NORMAL,0,23.8,4.1,0,71,25.4,3.2,0,64,TRANSIT_HUB,RESIDENTIAL,4,0,3,11.5,0,61.46
396,"4,1",,,553,"2,5",UBER,22,53,22.88,2,0,0,25.079,38.2,LOW,0,24.6,3.1,0,67,25.4,3.2,0,64,RESIDENTIAL,RESIDENTIAL,4,0,2,15.79,0,22.05
158,"4,1",236,"1,1",370,"1,7",UBER,22,55,22.92,2,0,0,18.441,43.1,MODERATE,0,25.4,3.2,0,64,26.3,3.4,0,56,TRANSIT_HUB,RESIDENTIAL,4,1,1,8.57,12.8,20.06
158,"3,8",316,"3,8",313,"3,8",RAPIDO,7,57,7.95,3,0,1,19.081,42.91666667,MODERATE,0,19.8,3.8,0,88,18.4,4.7,0,92,RESIDENTIAL,RESIDENTIAL,3,3,3,8.28,16.56,16.4
98,"2,8",196,"2,8",207,"2,8",RAPIDO,7,59,7.98,3,0,1,11.924,30.63333333,MODERATE,0,18.4,4.7,0,92,19.9,3.8,0,88,RESIDENTIAL,RESIDENTIAL,2,2,2,8.22,16.44,17.36
51,"6,8",131,"7,8",122,"6,8",RAPIDO,8,2,8.03,3,0,1,3.703,8.6,MODERATE,1,20.7,3.3,0,86,20.7,3.3,0,86,RESIDENTIAL,RESIDENTIAL,6,7,6,13.77,35.38,32.95
33,"3,8",58,"3,8",103,"3,8",RAPIDO,8,4,8.07,3,0,1,4.166,9.166666667,MODERATE,0,20.7,3.3,0,86,20.6,3.3,0,86,RESIDENTIAL,RESIDENTIAL,3,3,3,7.92,13.92,24.72
68,"2,8",109,"2,8",152,"2,8",RAPIDO,8,6,8.1,3,0,1,6.024,13.46666667,MODERATE,1,20.6,3.3,0,86,20.6,3.3,0,86,RESIDENTIAL,RESIDENTIAL,2,2,2,11.29,18.09,25.23
48,"1,8",89,"1,8",119,"1,8",RAPIDO,8,9,8.15,3,0,1,5.501,12.15,MODERATE,0,20.6,3.3,0,86,20.6,3.3,0,86,RESIDENTIAL,RESIDENTIAL,1,1,1,8.73,16.18,21.63
147,"2,8",214,"2,8",259,"2,8",RAPIDO,8,11,8.18,3,0,1,17.897,36.68333333,NORMAL,0,20.6,3.3,0,86,20.3,4.2,0,84,RESIDENTIAL,RESIDENTIAL,2,2,2,8.21,11.96,14.47
146,"2,8",217,"2,8",244,"3,8",RAPIDO,8,13,8.22,3,0,1,15.304,33.11666667,MODERATE,1,20.3,4.2,0,84,20.6,3.3,0,86,RESIDENTIAL,RESIDENTIAL,2,2,3,9.54,14.18,15.94
101,"2,8",159,"2,8",208,"2,8",RAPIDO,8,15,8.25,3,0,1,10.151,28.38333333,HEAVY,0,21.5,2.5,0,83,20.3,3.6,0,88,RESIDENTIAL,RESIDENTIAL,2,2,2,9.95,15.66,20.49
157,"1,8",261,"1,8",282,"1,8",RAPIDO,8,17,8.28,3,0,1,20.101,43.35,MODERATE,1,20.3,3.6,0,88,21.6,2.5,0,83,RESIDENTIAL,RESIDENTIAL,1,1,1,7.81,12.98,14.03
144,"5,8",218,"5,8",235,"5,8",RAPIDO,8,18,8.3,3,0,1,16.289,33.2,NORMAL,1,21.6,2.5,0,83,21.2,3.4,0,82,RESIDENTIAL,RESIDENTIAL,5,5,5,8.84,13.38,14.43
31,"2,8",67,"2,8",104,"2,8",RAPIDO,8,21,8.35,3,0,1,2.449,9.666666667,HEAVY,0,21.2,3.4,0,82,21.2,3.4,0,82,RESIDENTIAL,HEALTHCARE,2,2,2,12.66,27.36,42.47
257,"2,8",360,"2,8",384,"2,8",RAPIDO,8,23,8.38,3,0,1,2.803,8.583333333,HEAVY,1,21.2,3.4,0,82,21.1,3.4,0,82,HEALTHCARE,RESIDENTIAL,2,2,2,91.69,128.43,137
208,"2,8",306,"2,8",340,"2,8",RAPIDO,8,26,8.43,3,0,1,14.986,34.66666667,MODERATE,0,21.1,3.4,0,82,20.2,3.6,0,88,RESIDENTIAL,RESIDENTIAL,2,2,2,13.88,20.42,22.69
148,"3,8",256,"3,8",264,"3,8",RAPIDO,8,27,8.45,3,0,1,17.061,40.28333333,MODERATE,0,20.2,3.6,0,88,21.5,2.5,0,83,RESIDENTIAL,RESIDENTIAL,3,3,3,8.67,15,15.47
182,"3,8",245,"3,8",284,"3,8",RAPIDO,10,36,10.6,3,0,1,19.081,42.91666667,MODERATE,0,30,5,1,51,28.7,5.8,1,58,RESIDENTIAL,RESIDENTIAL,3,3,3,9.54,12.84,14.88
115,"1,8",159,"1,8",203,"1,8",RAPIDO,10,38,10.63,3,0,1,11.924,30.63333333,MODERATE,1,28.7,5.8,1,58,30,5,1,51,RESIDENTIAL,RESIDENTIAL,1,1,1,9.64,13.33,17.02
53,"6,8",91,"7,8",126,"7,8",RAPIDO,10,41,10.68,3,0,1,3.703,8.6,MODERATE,1,30,5,1,51,30,5,1,51,RESIDENTIAL,RESIDENTIAL,6,7,7,14.31,24.57,34.03
36,"1,8",76,"1,8",109,"1,8",RAPIDO,10,43,10.72,3,0,1,4.166,9.166666667,MODERATE,0,30,5,1,51,30,5,1,51,RESIDENTIAL,RESIDENTIAL,1,1,1,8.64,18.24,26.16
70,"2,8",102,"2,8",146,"2,8",RAPIDO,10,45,10.75,3,0,1,6.024,13.46666667,MODERATE,0,30.7,5.4,0,47,30.7,5.4,0,47,RESIDENTIAL,RESIDENTIAL,2,2,2,11.62,16.93,24.24
49,"1,8",90,"1,8",122,"1,8",RAPIDO,10,47,10.78,3,0,1,5.501,12.15,MODERATE,0,30.6,5.4,0,48,30.6,5.4,0,48,RESIDENTIAL,RESIDENTIAL,1,1,1,8.91,16.36,22.18
135,"2,8",223,"2,8",261,"2,8",RAPIDO,10,49,10.82,3,0,1,17.897,36.68333333,NORMAL,0,30.7,5.4,0,47,30,5.3,0,49,RESIDENTIAL,RESIDENTIAL,2,2,2,7.54,12.46,14.58
160,"6,8",192,"3,8",235,"3,8",RAPIDO,10,52,10.87,3,0,1,15.304,33.11666667,MODERATE,1,29.9,5.5,0,49,30.6,5.4,0,48,RESIDENTIAL,RESIDENTIAL,6,3,3,10.45,12.55,15.36
103,"2,8",149,"2,8",212,"2,8",RAPIDO,10,54,10.9,3,0,1,10.151,28.38333333,HEAVY,0,30.6,5.4,0,48,29.4,6.1,0,55,RESIDENTIAL,RESIDENTIAL,2,2,2,10.15,14.68,20.88
192,"1,8",234,"1,8",314,"1,8",RAPIDO,10,57,10.95,3,0,1,20.101,43.35,MODERATE,1,29.4,6.1,0,55,30.7,5.4,0,48,RESIDENTIAL,RESIDENTIAL,1,1,1,9.55,11.64,15.62
148,"5,8",185,"5,8",241,"5,8",RAPIDO,10,59,10.98,3,0,1,16.289,33.2,NORMAL,1,30.7,5.4,0,48,30,5.5,0,49,RESIDENTIAL,RESIDENTIAL,5,5,5,9.09,11.36,14.8
32,"6,8",57,"2,8",104,"2,8",RAPIDO,11,1,11.02,3,0,0,2.449,9.666666667,HEAVY,0,30.8,5.8,0,45,30.9,5.8,0,45,RESIDENTIAL,HEALTHCARE,6,2,2,13.07,23.27,42.47
292,"2,8",350,"2,8",430,"2,8",RAPIDO,11,3,11.05,3,0,0,2.803,8.583333333,HEAVY,1,30.6,5.8,0,47,30.5,5.8,0,47,HEALTHCARE,RESIDENTIAL,2,2,2,104.17,124.87,153.41
234,"2,8",305,"2,8",347,"4,8",RAPIDO,11,5,11.08,3,0,0,14.986,34.66666667,MODERATE,1,30.5,5.8,0,47,29.9,6.3,0,53,RESIDENTIAL,RESIDENTIAL,2,2,4,15.61,20.35,23.15
158,"3,8",279,"3,8",299,"3,8",RAPIDO,11,7,11.12,3,0,0,17.061,40.28333333,MODERATE,0,29.9,6.3,0,53,31.3,6,0,44,RESIDENTIAL,RESIDENTIAL,3,3,3,9.26,16.35,17.53
244,"4,8",295,"4,8",343,"4,8",RAPIDO,19,46,19.77,3,0,1,19.081,42.91666667,MODERATE,1,27.3,5.6,3,43,25.2,5.8,1,51,RESIDENTIAL,RESIDENTIAL,4,4,4,12.79,15.46,17.98
120,"1,8",196,"1,8",271,"1,8",RAPIDO,19,48,19.8,3,0,1,11.924,30.63333333,MODERATE,1,25.2,5.8,1,51,27.3,5.6,3,43,RESIDENTIAL,RESIDENTIAL,1,1,1,10.06,16.44,22.73
56,"5,8",123,"5,8",182,"5,8",RAPIDO,19,50,19.83,3,0,1,3.703,8.6,MODERATE,1,27.5,5.4,1,42,27.5,5.4,1,42,RESIDENTIAL,RESIDENTIAL,5,5,5,15.12,33.22,49.15
41,"2,8",73,"2,8",128,"2,8",RAPIDO,19,52,19.87,3,0,1,4.166,9.166666667,MODERATE,1,27.5,5.4,1,42,27.4,5.4,1,42,RESIDENTIAL,RESIDENTIAL,2,2,2,9.84,17.52,30.72
105,"2,8",165,"2,8",184,"2,8",RAPIDO,19,54,19.9,3,0,1,6.024,13.46666667,MODERATE,1,27.3,5.6,3,43,27.3,5.6,3,43,RESIDENTIAL,RESIDENTIAL,2,2,2,17.43,27.39,30.54
49,"2,8",98,"2,8",122,"2,8",RAPIDO,19,56,19.93,3,0,1,5.501,12.15,MODERATE,0,27.4,5.4,1,42,27.4,5.4,1,42,RESIDENTIAL,RESIDENTIAL,2,2,2,8.91,17.81,22.18
38,"5,8",105,"5,8",117,"5,8",RAPIDO,19,57,19.95,3,0,1,3.091,12.46666667,HEAVY,0,27.4,5.4,1,42,27.4,5.4,1,42,RESIDENTIAL,RESIDENTIAL,5,5,5,12.29,33.97,37.85
169,"2,8",306,"2,8",317,"2,8",RAPIDO,19,59,19.98,3,0,1,17.897,36.68333333,NORMAL,1,27.4,5.4,1,42,26.5,4.9,1,45,RESIDENTIAL,RESIDENTIAL,2,2,2,9.44,17.1,17.71
191,"1,8",240,"4,8",279,"5,8",RAPIDO,20,1,20.02,3,0,1,15.304,33.11666667,MODERATE,1,26.1,4.7,1,45,27,5.1,1,43,RESIDENTIAL,RESIDENTIAL,1,4,5,12.48,15.68,18.23
124,"4,8",217,"1,8",273,"1,8",RAPIDO,20,4,20.07,3,0,1,10.151,28.38333333,HEAVY,1,27,5.1,1,43,25.1,5.2,1,50,RESIDENTIAL,RESIDENTIAL,4,1,1,12.22,21.38,26.89
66,"4,8",146,"4,8",136,"4,8",RAPIDO,20,5,20.08,3,0,1,6.305,17.81666667,HEAVY,0,27.3,5.4,1,42,27,5.1,1,43,RESIDENTIAL,RESIDENTIAL,4,4,4,10.47,23.16,21.57
213,"2,8",267,"2,8",320,"2,8",RAPIDO,20,7,20.12,3,0,1,20.101,43.35,MODERATE,1,25.1,5.2,1,50,27,5.1,1,43,RESIDENTIAL,RESIDENTIAL,2,2,2,10.6,13.28,15.92
265,"4,8",369,"4,7",448,"4,8",RAPIDO,20,7,20.12,3,0,1,34.911,43.06666667,LOW,0,26.7,5.4,1,44,27.3,5.4,1,42,RESIDENTIAL,TRANSIT_HUB,4,4,4,7.59,10.57,12.83
50,"2,8",108,"2,8",219,"2,8",RAPIDO,20,8,20.13,3,0,1,4.605,12.08333333,MODERATE,0,27.3,5.4,1,42,27.3,5.4,1,42,RESIDENTIAL,RESIDENTIAL,2,2,2,10.86,23.45,47.56
59,"2,8",106,"2,8",132,"2,8",RAPIDO,20,9,20.15,3,0,1,9.054,20.61666667,MODERATE,0,27.3,5.4,1,42,27.3,5.4,1,42,RESIDENTIAL,TRANSIT_HUB,2,2,2,6.52,11.71,14.58
132,"4,8",197,"4,8",257,"4,8",RAPIDO,20,10,20.17,3,0,1,16.289,33.2,NORMAL,1,27,5.1,1,43,26.2,4.7,1,45,RESIDENTIAL,RESIDENTIAL,4,4,4,8.1,12.09,15.78
34,"3,8",72,"3,8",104,"3,8",RAPIDO,20,12,20.2,3,0,1,2.449,9.666666667,HEAVY,1,26.2,4.7,1,45,26.2,4.7,1,45,RESIDENTIAL,HEALTHCARE,3,3,3,13.88,29.4,42.47
252,"3,8",445,"3,8",511,"3,8",RAPIDO,20,16,20.27,3,0,1,2.803,8.583333333,HEAVY,0,25.9,4.5,1,46,25.8,4.5,1,46,HEALTHCARE,RESIDENTIAL,3,3,3,89.9,158.76,182.3
248,"5,8",377,"6,8",548,"5,8",RAPIDO,20,18,20.3,3,0,1,14.986,34.66666667,MODERATE,1,25.8,4.5,1,46,24.6,4.9,1,50,RESIDENTIAL,RESIDENTIAL,5,6,5,16.55,25.16,36.57
152,"3,8",237,"3,8",291,"3,8",RAPIDO,20,21,20.35,3,0,1,17.061,40.28333333,MODERATE,0,24.6,4.9,1,50,26.6,4.8,1,43,RESIDENTIAL,RESIDENTIAL,3,3,3,8.91,13.89,17.06
440,"7,2",,,918,"8,6",UBER,22,35,22.58,3,0,0,46.301,70.1,LOW,0,24.1,4.4,3,49,22.6,3.9,3,54,RESIDENTIAL,TRANSIT_HUB,7,0,8,9.5,0,19.83
346,"5,2",,,685,"3,7",UBER,22,37,22.62,3,0,0,38.808,67.65,NORMAL,0,22.6,3.9,3,54,24,4.4,3,49,TRANSIT_HUB,RESIDENTIAL,5,0,3,8.92,0,17.65
108,"4,2",156,"4,1",188,"5,6",UBER,22,40,22.67,3,0,0,14.152,31.98333333,MODERATE,0,24,4.4,3,49,24.1,4.4,3,49,RESIDENTIAL,RESIDENTIAL,4,4,5,7.63,11.02,13.28
100,"5,2",139,"6,1",179,"4,5",UBER,22,42,22.7,3,0,0,11.238,27.86666667,MODERATE,0,24.1,4.4,3,49,24,4.4,3,49,RESIDENTIAL,RESIDENTIAL,5,6,4,8.9,12.37,15.93
188,"4,2",285,"4,1",272,"3,5",UBER,22,44,22.73,3,0,0,18.691,34.71666667,NORMAL,0,24.1,4.4,3,49,24.1,4.4,3,49,RESIDENTIAL,RESIDENTIAL,4,4,3,10.06,15.25,14.55
304,"6,2",,,789,"7,5",UBER,22,46,22.77,3,0,0,24.189,40.9,NORMAL,0,22.5,3.6,1,55,24.4,4.3,1,47,RESIDENTIAL,RESIDENTIAL,6,0,7,12.57,0,32.62
235,"6,1",,,366,"6,7",UBER,22,47,22.78,3,0,0,25.519,45.35,NORMAL,0,24.4,4.3,1,47,23.9,4.2,2,50,TRANSIT_HUB,RESIDENTIAL,6,0,6,9.21,0,14.34
282,"6,2",520,"9,1",440,"8,5",UBER,22,49,22.82,3,0,0,29.138,48.38333333,NORMAL,0,24.4,4.3,1,47,23.9,4.2,1,51,TRANSIT_HUB,RESIDENTIAL,6,9,8,9.68,17.85,15.1
189,"8,2",290,"11,1",267,"5,6",UBER,22,50,22.83,3,0,0,20.35,41.8,NORMAL,0,23.9,4.2,1,51,23.9,4.2,1,51,RESIDENTIAL,RESIDENTIAL,8,11,5,9.29,14.25,13.12
270,"5,1",405,"4,1",418,"5,7",UBER,22,52,22.87,3,0,0,11.172,28.2,MODERATE,0,23.9,4.2,1,51,24.4,4.3,1,47,RESIDENTIAL,RESIDENTIAL,5,4,5,24.17,36.25,37.41
122,"6,2",,,380,"4,8",UBER,22,53,22.88,3,0,0,12.42,23.31666667,NORMAL,0,22.6,3.6,1,55,22.5,3.6,1,55,TRANSIT_HUB,RESIDENTIAL,6,0,4,9.82,0,30.6
284,"6,2",,,780,"5,6",UBER,22,55,22.92,3,0,0,24.189,40.9,NORMAL,0,22.5,3.6,1,55,24.4,4.3,1,47,RESIDENTIAL,RESIDENTIAL,6,0,5,11.74,0,32.25
369,"3,2",,,553,"4,5",UBER,22,56,22.93,3,0,0,25.287,37.7,LOW,0,24.4,4.3,1,47,23.9,4.2,2,50,RESIDENTIAL,RESIDENTIAL,3,0,4,14.59,0,21.87
339,"4,2",,,736,"6,5",UBER,23,0,23,3,0,0,37.71,58.76666667,NORMAL,0,23.8,4.2,1,53,22.6,3.1,1,56,RESIDENTIAL,TRANSIT_HUB,4,0,6,8.99,0,19.52
188,"4,2",,,278,"3,5",UBER,23,2,23.03,3,0,0,18.827,34.7,NORMAL,0,23.8,4.2,1,53,23.8,4.2,1,53,ENTERTAINMENT,RESIDENTIAL,4,0,3,9.99,0,14.77
193,"5,2",,,384,"7,5",UBER,23,3,23.05,3,0,0,22.343,39.88333333,NORMAL,0,24.3,4.2,1,49,23.9,4,2,52,TRANSIT_HUB,RESIDENTIAL,5,0,7,8.64,0,17.19
211,"4,8",291,"4,8",320,"4,8",RAPIDO,9,28,9.47,4,0,1,19.081,42.91666667,MODERATE,1,25.9,1.4,1,51,23.7,3.9,1,66,RESIDENTIAL,RESIDENTIAL,4,4,4,11.06,15.25,16.77
112,"1,8",220,"1,8",226,"1,8",RAPIDO,9,31,9.52,4,0,1,11.924,30.63333333,MODERATE,1,24.7,4.2,1,63,26.9,1.8,1,49,RESIDENTIAL,RESIDENTIAL,1,1,1,9.39,18.45,18.95
61,"5,8",113,"5,8",124,"5,8",RAPIDO,9,33,9.55,4,0,1,3.703,8.6,MODERATE,1,26.9,1.8,1,49,26.9,1.8,1,49,RESIDENTIAL,RESIDENTIAL,5,5,5,16.47,30.52,33.49
33,"2,8",72,"2,8",104,"2,8",RAPIDO,9,34,9.57,4,0,1,4.166,9.166666667,MODERATE,0,26.9,1.8,1,49,26.9,1.8,1,49,RESIDENTIAL,RESIDENTIAL,2,2,2,7.92,17.28,24.96
69,"1,8",125,"1,8",154,"1,8",RAPIDO,9,37,9.62,4,0,1,6.024,13.46666667,MODERATE,0,26.9,1.8,1,49,26.9,1.8,1,49,RESIDENTIAL,RESIDENTIAL,1,1,1,11.45,20.75,25.56
52,"2,8",98,"2,8",120,"2,8",RAPIDO,9,39,9.65,4,0,1,5.501,12.15,MODERATE,1,26.9,1.8,1,49,26.9,1.8,1,49,RESIDENTIAL,RESIDENTIAL,2,2,2,9.45,17.81,21.81
136,"2,8",249,"2,8",254,"2,8",RAPIDO,9,41,9.68,4,0,1,17.897,36.68333333,NORMAL,0,26.9,1.8,1,49,26.2,2.9,1,51,RESIDENTIAL,RESIDENTIAL,2,2,2,7.6,13.91,14.19
201,"1,8",328,"1,8",316,"5,8",RAPIDO,9,43,9.72,4,0,1,15.304,33.11666667,MODERATE,1,26.2,2.9,1,51,26.9,1.8,1,49,RESIDENTIAL,RESIDENTIAL,1,1,5,13.13,21.43,20.65
102,"2,8",176,"2,8",202,"2,8",RAPIDO,9,46,9.77,4,0,1,10.151,28.38333333,HEAVY,0,27.7,2.2,3,46,25.6,4.6,3,60,RESIDENTIAL,RESIDENTIAL,2,2,2,10.05,17.34,19.9
204,"3,8",249,"2,8",291,"2,8",RAPIDO,9,48,9.8,4,0,1,20.101,43.35,MODERATE,1,25.6,4.6,3,60,27.8,2.2,3,46,RESIDENTIAL,RESIDENTIAL,3,2,2,10.15,12.39,14.48
202,"4,8",236,"4,8",274,"4,8",RAPIDO,9,51,9.85,4,0,1,16.289,33.2,NORMAL,1,27.8,2.2,3,46,27,3.3,3,49,RESIDENTIAL,RESIDENTIAL,4,4,4,12.4,14.49,16.82
33,"3,8",74,"3,8",104,"3,8",RAPIDO,9,53,9.88,4,0,1,2.449,9.666666667,HEAVY,1,27,3.3,3,49,27.1,3.3,3,49,RESIDENTIAL,HEALTHCARE,3,3,3,13.47,30.22,42.47
321,"3,8",459,"4,8",453,"3,8",RAPIDO,9,55,9.92,4,0,1,2.803,8.583333333,HEAVY,1,27.1,3.3,3,49,27,3.3,3,49,HEALTHCARE,RESIDENTIAL,3,4,3,114.52,163.75,161.61
279,"1,8",447,"1,8",588,"4,8",RAPIDO,9,58,9.97,4,0,1,14.986,34.66666667,MODERATE,1,27,3.3,3,49,25.5,4.6,3,60,RESIDENTIAL,RESIDENTIAL,1,1,4,18.62,29.83,39.24
176,"2,8",329,"2,8",329,"2,8",RAPIDO,10,0,10,4,0,1,17.061,40.28333333,MODERATE,0,26.4,5.2,3,58,28.6,2.9,3,44,RESIDENTIAL,RESIDENTIAL,2,2,2,10.32,19.28,19.28
39,"5,8",110,"5,8",130,"5,8",RAPIDO,19,48,19.8,5,0,1,3.091,12.46666667,HEAVY,1,25.2,5.1,3,48,25.1,5.1,3,48,RESIDENTIAL,RESIDENTIAL,5,5,5,12.62,35.59,42.06
66,"5,8",137,"5,8",138,"5,8",RAPIDO,19,50,19.83,5,0,1,6.305,17.81666667,HEAVY,0,25.1,5.3,3,50,25.2,5.7,3,48,RESIDENTIAL,RESIDENTIAL,5,5,5,10.47,21.73,21.89
265,"4,8",350,"4,8",458,"4,8",RAPIDO,19,51,19.85,5,0,1,34.911,43.06666667,LOW,0,24.9,5.4,3,47,25.1,5.2,3,50,RESIDENTIAL,TRANSIT_HUB,4,4,4,7.59,10.03,13.12
54,"3,8",144,"3,8",220,"3,8",RAPIDO,19,53,19.88,5,0,1,4.605,12.08333333,MODERATE,0,25.1,5.3,3,50,25.1,5.3,3,50,RESIDENTIAL,RESIDENTIAL,3,3,3,11.73,31.27,47.77
65,"2,8",90,"2,8",132,"2,8",RAPIDO,19,54,19.9,5,0,1,9.054,20.61666667,MODERATE,0,25.1,5.2,3,50,25.1,5.2,3,50,RESIDENTIAL,TRANSIT_HUB,2,2,2,7.18,9.94,14.58
37.7,"3,8",28.77,"2,8",165.57,"2,8",UBER,19,58,19.97,5,0,1,3.091,12.46666667,HEAVY,0,25.1,5.7,3,48,25.1,5.7,3,48,RESIDENTIAL,RESIDENTIAL,3,2,2,12.2,9.31,53.57
48.81,"5,8",67.87,"4,8",230.51,"6,7",UBER,19,59,19.98,5,0,1,6.305,17.81666667,HEAVY,0,25.1,5.2,3,50,25.2,5.1,3,48,RESIDENTIAL,RESIDENTIAL,5,4,6,7.74,10.76,36.56
205.14,"3,8",387.79,"2,8",388.61,"2,8",UBER,20,0,20,5,0,1,34.911,43.06666667,LOW,0,24.5,5.6,3,50,24.8,5.2,3,51,RESIDENTIAL,TRANSIT_HUB,3,2,2,5.88,11.11,11.13
40.9,"2,8",105,"5,8",208.67,"1,8",UBER,20,2,20.03,5,0,1,4.605,12.08333333,MODERATE,0,24.8,4.9,3,51,24.8,4.9,3,51,RESIDENTIAL,RESIDENTIAL,2,5,1,8.88,22.8,45.31
48.07,"3,8",40.69,"2,8",130.66,"2,8",UBER,20,3,20.05,5,0,1,9.054,20.61666667,MODERATE,0,24.8,4.9,3,51,24.8,4.9,3,51,RESIDENTIAL,TRANSIT_HUB,3,2,2,5.31,4.49,14.43
39,"5,8",106,"5,8",113,"5,8",RAPIDO,21,8,21.13,5,0,1,3.091,12.46666667,HEAVY,0,23.7,4.5,3,53,23.7,4.5,3,53,RESIDENTIAL,RESIDENTIAL,5,5,5,12.62,34.29,36.56
65,"5,8",113,"5,8",135,"5,8",RAPIDO,21,9,21.15,5,0,1,6.305,17.81666667,HEAVY,0,24,4.5,3,54,23.8,4.5,3,53,RESIDENTIAL,RESIDENTIAL,5,5,5,10.31,17.92,21.41
